"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","description","verified"
"4780","Check this out:

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/n2qqYzY4Y0",205,0,1,"en",1054,1131,"https://t.co/atjXpYNOaz","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"4781","RT @banegaswasthind: #BanegaSwasthIndia | #UttarPradesh, #Bihar and #Maharashtra are among 14 Indian states ranked among top 100 states glo…",140,2,0,"en",17711380,12,"https://t.co/KFTuQYGJ2X","Breaking news alerts from India.

Instagram: https://t.co/QrV2OUie6Q
YouTube: https://t.co/INzHBLWOpV",TRUE
"4782","#climatechange is a sick anti human death wish. Block out sunlight ? https://t.co/5VRe9XZqec",68,1,2,"en",9,41,NA,"",FALSE
"4783","#BanegaSwasthIndia | #UttarPradesh, #Bihar and #Maharashtra are among 14 Indian states ranked among top 100 states globally, which are exposed to damage due to #climatechange, according to the 'Gross Domestic Climate Risk' report. 

Read: https://t.co/UCgoxec6Rd

#ClimateCrisis https://t.co/KCe5u08oRq",278,2,24,"en",31834,22,"https://t.co/Qbj7Qct1uz","Banega Swasth India is joint initiative by @DettolIndia & @NDTV with a commitment towards making India healthier and cleaner",TRUE
"4784","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",5899,5802,NA,"Husband, Father, Granpa. Cynical realism has failed us. Only idealism can save us. @TheGreenParty councillor for Nether Edge and Sharrow. All views my own.",FALSE
"4785","How quickly does the world need to ‘phase down’ all #fossilfuel https://t.co/LyfVWxkbs3

#climatechange via @CarbonBrief",120,0,2,"en",246,846,"https://t.co/WCINF6oj4B","#AI #ESG startup using the latest in #computervision #deeplearning and #neuralnetworks to provide ESG data & help companies meet #sustainability goals",FALSE
"4786","RT @ClimatChristo: World SSts  19.02.2023
End of summer for S Hemisphere .
#LaNina on the way out , soon 

 #ClimateCrisis #ClimateEmergenc…",140,1,0,"en",51,108,NA,"Expert doom scroller.",FALSE
"4787","I Look for love.. https://t.co/Q9kqhnxheW #goodmusic #musiclife #musicmake #newmusic #musicvideo #viralvideo  #SunakOut #ClimateChange",134,0,0,"en",7733,1393,NA,"#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut",FALSE
"4788","RT @uaeclimateenvoy: HE Sheikh Shakhbout Nahyan Al Nahyan, Min. of State @MoFAICUAE, thanked the @_AfricanUnion Commission for their contin…",140,28,0,"en",116,616,NA,"عيشي بلادي عاش اتحاد إماراتنا عشت لشعب دينه الإسلام هديه القرآن حصنتك باسم الله يا وطن. 🇦🇪",FALSE
"4789","कामाची गोष्ट: हिवाळ्यानंतर वसंत ऋतू नव्हे तर, थेट उन्हाळा आला:मार्चमध्ये उष्णतेची लाट येईल का; या हंगामात स्वतःचे संरक्षण कसे करावे
#weather #heatwave #heat #climatechange #climateupdate #heatdisease

https://t.co/6Bo0PrepGp https://t.co/4tfUF5G6k0",224,0,0,"mr",5235,8,"https://t.co/L1Ir1AZJTX","News App For Realtime Updates, Local News, Short Video News, Install App
https://t.co/G3wNbPZPY3",FALSE
"4790","#conservation #konservasi #2023 #plant #gogreen 
#jamborenasionalkonservasi2023 #karstcitatah #perempuanindie #snaplingclub #jagabumi #globalworming #climatechange #perubahaniklim #climber #climbing #driver #touring #adventure",226,0,0,"und",3,11,"https://t.co/5ZkktqSPik","JAMBORE KONSERVASI NASIONAL
TAHUN 2023 KAWASAN CITATAH

#GerakBersamaJagaBumi
#GerakBersamaHijaukanBumi",FALSE
"4791","RT @edwinNamakanga: Water shortage is becoming increasingly severe due to climate change, making it even more crucial to take action to les…",140,12,0,"en",571,282,NA,"clean energy & climate activist. looking at climate change through an intersectional  lens @Riseupmovt  📧 louisninsiima@gmail.com",FALSE
"4792","चीन के बाद भारत के सबसे ज्‍यादा नौ राज्‍य शीर्ष 50 में शामिल हैं। इनमें बिहार, उत्‍तर प्रदेश, असम, राजस्‍थान, तमिलनाडु, महाराष्‍ट्र, गुजरात, पंजाब और केरल शामिल हैं। https://t.co/JlKUxKDEAQ
#climatechange @ClimateRisksyd  #climateimpacts #adaptation  #LossAndDamage",265,0,0,"hi",551,401,"https://t.co/HgFv4YsG4w","Environmentalist, Journalist &communications professional, with focus on climate change ,clean energy& sustainable development.",FALSE
"4793","Scotland will miss heat pump targets claims WWF
https://t.co/lBYjwRDdjy
#energy #ClimateChange #ClimateCrisis #ClimateEmergency 
@wwf_uk",136,0,0,"en",1296,1992,"https://t.co/YYENp3rHJr","Interested in the outdoors: cycling, camping, hiking, mountaineering, explorers, wildlife and environmental issues. And rabbits!
#CarbonBubble #Divest",FALSE
"4794","#conservation #konservasi2023 #plant #gogreen 
#jamborenasionalkonservasi2023 #karstcitatah #perempuanindie #snaplingclub #jagabumi #globalworming #climatechange #perubahaniklim #climber #climbing #driver #touring #adventure",224,0,0,"und",3,11,"https://t.co/5ZkktqSPik","JAMBORE KONSERVASI NASIONAL
TAHUN 2023 KAWASAN CITATAH

#GerakBersamaJagaBumi
#GerakBersamaHijaukanBumi",FALSE
"4795","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",282,828,NA,"",FALSE
"4796","RT @edwinNamakanga: Water shortage is becoming increasingly severe due to climate change, making it even more crucial to take action to les…",140,12,0,"en",2059,474,NA,"Climate Activist |Gender Equality Enthusiast|Founder-Girl on The Move Initiative|📩boggizoted@gmail.com",FALSE
"4797","UP, बिहार-पंजाब समेत 9 राज्यों में मचेगी तबाही! ढह जाएंगी इमारतें… टूट जाएंगे पुल और सड़कें

#ClimateChange | #HindiNews 

https://t.co/lieZXClprk",146,1,2,"hi",232010,21,"https://t.co/9VMTzOsMRP","Official handle of National Hindi News Channel TV9 भारतवर्ष.
फेसबुक और यूट्यूब पर जुड़ें हमारे साथ 
https://t.co/tmjuJb4hnC |
https://t.co/X5SvQuQdV8",TRUE
"4798","RT @UHRC_India: Tomatoes, spinach, brinjals, beans - self grown veg gardening in #slums is aiding food and nutritional security among slum…",139,7,0,"en",459,983,NA,"Passionate about planetary health. Applying Health Promotion & Urban Health to city-making",FALSE
"4799","Another acknowledgement for @CeraPhiEnergy well done all, another small step in putting the #Geothermal Mission on the map as a game changer in baseload renewables and helping the reduction in carbon emission. #ClimateChange #Energy #Renewables #Team #FSBawards #EnergyTransition https://t.co/5zZvcn4Ovj",279,1,7,"en",282,641,"https://t.co/0diSe5fcKT","Solving Energy through Geothermal",FALSE
"4800","""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all join hands together and #vote4climate""

#Vote4climateNG #climatechange https://t.co/oRErpytu49",190,1,1,"en",30,148,NA,"True heroine Under GOD🤎🤍
___________________
Generation X Initiative|| Humanitarian🌎 ||Environmental Ethusiast🌱🦋 || Climate Justice Advocate || ManUtd♦️ FC",FALSE
"4801","""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all join hands together and #vote4climate""

#Vote4climateNG #climatechange https://t.co/gd19IQh3xt",190,1,1,"en",30,148,NA,"True heroine Under GOD🤎🤍
___________________
Generation X Initiative|| Humanitarian🌎 ||Environmental Ethusiast🌱🦋 || Climate Justice Advocate || ManUtd♦️ FC",FALSE
"4802","#conservation #pecintahewan #animals #fauna #pedulihewan #jambore #cimahi #karstcitatah #citatah  #bandungbarat #bandung
#jamborenasionalkonservasi2023
#karstcitatah #perempuanindie #snaplingclub #jagabumi #globalworming #climatechange #perubahaniklim",251,0,0,"und",3,11,"https://t.co/5ZkktqSPik","JAMBORE KONSERVASI NASIONAL
TAHUN 2023 KAWASAN CITATAH

#GerakBersamaJagaBumi
#GerakBersamaHijaukanBumi",FALSE
"4803","This serves as a reminder of the importance of activism and of the need for collective action in the fight for a sustainable future. #Activism #RenewableEnergy #ClimateChange #Lützerath @GretaThunberg @Greenpeace",212,0,0,"en",26,73,NA,"The Habitable Air project studies the under-analyzed links between urban inequality, political divisons in major democracies and pollution and global warming.",FALSE
"4804","RT @edwinNamakanga: Water shortage is becoming increasingly severe due to climate change, making it even more crucial to take action to les…",140,12,0,"en",234,865,NA,"Kann alles, muss nichts.",FALSE
"4805","RT @mahilahsg: MHT formed a partnership with the local municipal government in Ahmedabad and technical experts to develop low-cost, effecti…",140,7,0,"en",459,983,NA,"Passionate about planetary health. Applying Health Promotion & Urban Health to city-making",FALSE
"4806","RT @Sandeep4Earth: #globalwarming #climatechange #climatecrisis #climateaction #climate #climatestrike #climatechangeisreal #climateemergen…",140,37,0,"und",16,22,NA,"Working",FALSE
"4807","Fitch Proposes Using Climate Vulnerability Scores in Corporate Credit Ratings Process #Climate #Credit #CorporateCredit #ClimateChange #Regulation #Risk https://t.co/1ippTEF3lf",176,0,1,"en",1127,1370,"https://t.co/pTo0MEPcJm","TSG provide confidence to organisations that are changing or replacing their IT systems #QA #FinTech #InsurTech #softwaretesting #payments #chatbots #AI",FALSE
"4808","RT @Jansant: This is #ClimateChange in New Zealand.
https://t.co/zRxr1bKr2j https://t.co/CJKeQukvH6",99,9,0,"en",1095,165,NA,"Mad Scot, Crazy Grannie, Dr Who Fanatic!",FALSE
"4809","https://t.co/Kz4QJYaRis
#Sealevelrise #Climatechange #climateaction #globalwarming #flood #islandnations #coastalzones #Extremeclimate #Savehumanity #Savenature #Saveearth",171,0,0,"und",860,1454,NA,"Director@World Alliance for Planetary Health,Ocean Lover,Benthic Ecologist, @ClimateReality,Climatechange-BiodivConserv,Ambassador@http://GlobalConscience.World",FALSE
"4810","The power of #community outreach. Our #ClimateChange champions @machakos taking awareness to the households where often it’s never felt. @USEmbassyKenya @Ncpwds @ActioNetwork https://t.co/OkkmZ690fi",174,2,8,"en",123,36,"https://t.co/rrzFVUf03y","Improving the ability, opportunity, and dignity of those disadvantaged on the basis of their identity through advocacy and implementation of inclusive programs.",FALSE
"4811","RT @opportunitiesfy: The Ashley Lashley Foundation and The HEY Campaign are seeking young climate activists from across the globe to join o…",140,5,0,"en",425,417,"https://t.co/7KsQdgVhGi","We are the Association Sierra Leone (ASIL) https://t.co/A8Gd6szs9Z
And
Youth Association Sierra Leone (YASIL) 
https://t.co/gC8GpbQC76",FALSE
"4812","This is real.. so many people in denial about it because it shatters their perception of their reality. #climatechange is their next focus for the agenda. Create the problem (extreme weather and destruction), get a reaction from people in shock, offer the solution (more control). https://t.co/BDwLEyeBfA",280,1,0,"en",226,240,NA,"Awakened soul. Dot connector. Speaker of TRUTH. Bullshit detector. Crypto will run the world #XRP. Mass Civil Disobedience is THE answer to evil and corruption.",FALSE
"4813","RT @ICRAF: 📚 #Publication: Transformational change to reduce #deforestation and #climatechange impacts – A review of definitions, concepts…",139,7,0,"en",297,284,NA,"TAGDev and MCF@RUFORUM Scholar
MSc. Natural Resources Management (Forestry)
Egerton University-Njoro
BSc. Environmental science
Egerton University-Njoro",FALSE
"4814","#conservation #konservasi2023 #plant #gogreen 
#jamborenasionalkonservasi2023 #karstcitatah #perempuanindie #snaplingclub #jagabumi #globalworming #climatechange #perubahaniklim #climber #climbing #driver #touring #adventure",224,0,0,"und",3,11,"https://t.co/5ZkktqSPik","JAMBORE KONSERVASI NASIONAL
TAHUN 2023 KAWASAN CITATAH

#GerakBersamaJagaBumi
#GerakBersamaHijaukanBumi",FALSE
"4815","कैम्ब्रिज इकोनोमेट्रिक्स की एक हालिया रिपोर्ट के अनुसार, जीवाश्म ईंधन के लिए समर्थनअभी भी भारत में रिन्यूएबल ऊर्जा से चार गुना अधिक है।https://t.co/whhbhYC4UA
#FossilFuels #emissions #climatechange #Cambridge",208,0,0,"hi",551,401,"https://t.co/HgFv4YsG4w","Environmentalist, Journalist &communications professional, with focus on climate change ,clean energy& sustainable development.",FALSE
"4816","RT @IPCC_CH: 🌊 Sea level rise
🌡️ Ocean warming
⚠️ Tropical cyclones

Are some of the impacts Small Islands are already experiencing due to…",139,89,0,"en",87,517,NA,"",FALSE
"4817","🤣😂🤣😂
#angryarmy #aae #climatechange #actnow https://t.co/jTGp6F9Iwy",43,0,0,"und",319,1607,"https://t.co/hdSyDD0azf","Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea",FALSE
"4818","#NewZealand declares a state of emergency for just the third time in its history. #flooding #climatechange https://t.co/OtHszsIa7U",130,0,0,"en",220,575,"https://t.co/7bFEN9gohM","Marketing Manager at water infrastructure systems specialist SDS Ltd. Advocating SuDS, environmental water quality, water reuse. https://t.co/4AB9Cd17In",FALSE
"4819","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and help fight #climatechange. The brainchild of the Japanese botanist M…",140,337,0,"en",833,1265,"https://t.co/TFO3eAQOHL","Curating #biodiversity and #conservation tweets Main Account @trvstworld & FB 👉 https://t.co/IUmY4f8W4x Insta 👉 https://t.co/U360DV8KyU ⛔ DMs",FALSE
"4820","RT @us_energize: 7 ways to help your youth and children's group go greener: https://t.co/gcY0qDMzPY #climatechange #reduce #reuse #recycle…",139,1,0,"en",59,61,NA,"See what happens when churches join together for God’s glory. We are Mosaic Church Bangor.",FALSE
"4821","फरवरी में ही 40 डिग्री 🥵
बंसत ऋतु गायब  .. #दरकतेपहाड  🤔
मार्च, अप्रैल, मई, जून और जुलाई अभी बाकी है 🤔

😅🤣😂

#LANDSLIDE 
#climatechange
#globalwarming https://t.co/1vIq1OLUtQ",150,0,0,"hi",254,56,"https://t.co/As2ZePv75f","Founder at MoneyCareAdvisors | Money Care Financial Services",FALSE
"4822","RT @opportunitiesfy: PLEASE APPLY OR SHARE!

Are you interested in Climate Change related matters? Here are several opportunities you can a…",140,16,0,"en",425,417,"https://t.co/7KsQdgVhGi","We are the Association Sierra Leone (ASIL) https://t.co/A8Gd6szs9Z
And
Youth Association Sierra Leone (YASIL) 
https://t.co/gC8GpbQC76",FALSE
"4823","RT @AgFunder: With a global pandemic, #supplychain issues, inflation, geo-political instability and #climatechange leaving question marks a…",140,47,0,"en",35,35,NA,"",FALSE
"4824","RT @USFRA: “As farmers, we need to let the world know that we’re on the front lines of climate change. If you think that we’re not scared o…",140,11,0,"en",1151,3219,NA,"",FALSE
"4825","RT @UNClimateSummit: As the world transitions to cleaner energy, it's time for corporations to rethink their future strategies and plan wit…",140,26,0,"en",334,320,NA,"#ट्विटर_सोसल_मिडीया_ऐक्टिवीटीस जल जगल ज़मीन के रक्षक",FALSE
"4826","RT @DrIanWeissman: In some instances, fungal infections are becoming more of a problem due to #climatechange as some #fungi are adapting to…",140,15,0,"en",355,584,NA,"Hospitalist/Davaoeno",FALSE
"4827","Water shortage is becoming increasingly severe due to climate change, making it even more crucial to take action to lessen our carbon footprint and safeguard the environment. Let's cooperate to resolve this important problem.
#ClimateChange #ClimateAction",255,12,18,"en",5500,988,"https://t.co/J9rriqOPM6","Climate ACTIVIST 🇺🇬 Inspired by @GretaThunberg @vanessa_vash lPopn Scientist | Online Campaign Organizer @Riseupmovt |  Mbr @FFFMAPA  edwinnamakanga@gmail.com",FALSE
"4828","NFT certificate of compensation of 400 KG. of CO2 offset
https://t.co/Z59ZrzZLR4
#carbonoffset
#carbonneutral
#climatechange
#sustainability
#emissionreduction
#climatefriendly
#carbonneutrality
#climateaction
#reducecarbonfootprint
#renewableenergy
#carbonreduction",266,0,0,"en",6,34,"https://t.co/itNBqu2zcN","Against climate change
we plant trees and preserve forests to absorb and offset CO2 emissions.
You can also do this with us in full transparency
#carbonsink",FALSE
"4829","RT @emmanuel_obinn: There's no steady power supply, there's water scarcity, food shortage and our health is challenged. This is why I'll #V…",140,7,0,"en",736,973,"https://t.co/YOHpzsFG0x","Program Manager @gifsep4climate |National Coordinator Citizens Climate Lobby Nigeria| Environmentalist |Digital Campaigner |SDGs 
#Arsenal FC",FALSE
"4830","Solaris   https://t.co/D5J2CZ9U7k #art #artist #sculpture #sculpturegallery #artgallery #sculpturegarden #artwork #sculptress #gallery 2 #ClimateAction #ClimateChange #listening",177,0,0,"es",300664,23771,NA,"looking in-looking on,
making art, still trying to work out the difference between a smile & a grin
#sculptor #artist #poet #women #Satire #writer #animation",FALSE
"4831","Climate change: How can I deal with my eco-anxiety?

https://t.co/qjjKdh8Qdl

#anxiety #climatchange #climateaction #climateactionnow #climateanxiety #climatechange #climatechangeisreal #climatecrisis #depression #itmustbenow #ecoanxiety #farming https://t.co/ZFu7soVMov",246,2,2,"en",633,2111,"https://t.co/6vUxLnxa7e","Helping hospitality companies, hotels & educational establishments accelerate  sustainability and achieve Climate Positive.",FALSE
"4832","What are the weaknesses &amp; opportunities of adaptive #governance strategies to handle #climatechange?

New 📗chapter by Hege Westskog &amp; @GreteKaare @Nforsk in Handbook on Adaptive Governance, edited by Sirkku Juhola @UEP_group @HELSINKISUS 

https://t.co/w9zuZMLPZq
@FME_Include",284,5,8,"en",3799,1153,"https://t.co/2ixF6463Bl","SUM is a dynamic, international research centre at the @UniOslo with broad expertise within social and environmental sustainability.",FALSE
"4833","RT @DishaC03: #savesoil #cpsavesoil #JourneyForSoil @Sadhgurujv
#savesoilsaveme 
#LetsMakeItHappen
#ClimateChange
#wethechangenow
#savesoil…",140,1,0,"und",26,72,NA,"Earth Buddy",FALSE
"4834","SK geo centric to build S. Korea's first plastic recycling plant in France

#angryarmy #angryarmyexchange #climatechange #actnow https://t.co/eQeAPo5pDr",128,0,0,"en",319,1607,"https://t.co/hdSyDD0azf","Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea",FALSE
"4835","Understanding ocean noise pollution and its deadly impact on marine animals https://t.co/SNNFjCSdLM 
 #animals, #climate, #climatechange, #climatecrisis, #environment, #getgreengetgrowing, #globalwarming, #gngagritech, #greenstories, #marinelife, #nature, #Pollution",266,0,1,"en",853,462,"https://t.co/m7Ntudruym","Aggregating stories about climatic changes, waste management and rural issues from various platforms and share at one place for better accessibility to readers",FALSE
"4836","for.
#climatechange
https://t.co/keJjWRY0hm (3/3)",49,0,0,"und",2526,1373,"https://t.co/Y5fKRwxIxA","サルサ踊る英語翻訳者（最近あんまり踊ってないけど）。Anti-growth coalition. Citizen of nowhere. Girly swot. わきまえない女。There is No Planet B. yunod@mastodon.scot",FALSE
"4837","Check this out:

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/oyDgihwXA1",205,0,0,"en",1054,1131,"https://t.co/atjXpYNOaz","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"4838","🚨Paper Alert🚨

#ClimateChange adaptation, #BlueGrowth, and #conservation can have negative unintended impacts on coastal communities.

We call this the ""triple exposure"".

We make 3 recommendations to reduce these impacts.

#OpenAccess: https://t.co/MYT4p62IHn

🧵1/4 https://t.co/MQ5QaeOkpn",266,24,84,"en",2271,767,"https://t.co/1wgljIYRC5","I specialize in marine social-ecological research, using place-based case studies to inform management or meta-analyzes to impact policy. @CNRS @criobe_pf",FALSE
"4839","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",413,938,NA,"Climate Crisis, Corrupt Tory Government. Desperately want fair society, he / him.",FALSE
"4840","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",143,840,NA,"",FALSE
"4841","RT @Arabbawa: There's no steady power supply, there's water scarcity, food shortage and our health is challenged. This is why I'll #Vote4Cl…",140,6,0,"en",782,33,"https://t.co/wGKXshRh87","We are advocating for environmental protection, nurturing and zero earth exploitation through climate education and awareness.
#Vote4Climate 
#climatechange",FALSE
"4842","The #elites (#GT...) have no intention of solving #AGW+#ClimateChange for the people. Their true solution, currently executing, is mass #depopulation + #totalitarian #control by #Covid+""#vaccine"" #bioweapons, #SocialCredit #CDBC, #poisoning, #starvation,..
https://t.co/TO6RLznVGk https://t.co/ozHwNioybp",280,0,0,"en",474,2079,NA,"",FALSE
"4843","RT @lifthumanity1: There's no steady power supply, there's water scarcity, food shortage and our health is challenged. This is why I'll #Vo…",140,6,0,"en",782,33,"https://t.co/wGKXshRh87","We are advocating for environmental protection, nurturing and zero earth exploitation through climate education and awareness.
#Vote4Climate 
#climatechange",FALSE
"4844","RT @emmanuel_obinn: There's no steady power supply, there's water scarcity, food shortage and our health is challenged. This is why I'll #V…",140,7,0,"en",782,33,"https://t.co/wGKXshRh87","We are advocating for environmental protection, nurturing and zero earth exploitation through climate education and awareness.
#Vote4Climate 
#climatechange",FALSE
"4845","RT @dheenylkhair: There's no steady power supply, there's water scarcity, food shortage and our health is challenged. 

With about 90 milli…",140,7,0,"en",782,33,"https://t.co/wGKXshRh87","We are advocating for environmental protection, nurturing and zero earth exploitation through climate education and awareness.
#Vote4Climate 
#climatechange",FALSE
"4846","RT @aliyusadiq_gky: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all…",140,9,0,"en",782,33,"https://t.co/wGKXshRh87","We are advocating for environmental protection, nurturing and zero earth exploitation through climate education and awareness.
#Vote4Climate 
#climatechange",FALSE
"4847","NET ZERO WORLD

Launching soon...keep your eyes on all our socials for updates! 

🌳♻️🌍️

#netzeroworld #netzero #climatechange #sustainability #renewableenergy #sustainable #carbonneutral #environment #carbonfootprint #climateemergency https://t.co/D320ky8E3Q",235,0,1,"en",1,1,NA,"",FALSE
"4848","🗞 More than 130 million euro is the funding awarded to date by the NRPR to Hera Group projects dedicated to Mission 2 'Green Revolution and Ecological Transition

#climatechange #renewableenergy #energierinnovabili #news #dataquality #energydigitalisation https://t.co/Avz4WLQw1J",279,0,0,"en",229,503,"https://t.co/t5AkpfQ3mZ","A CleanTech Company | Information Technology for #RenewableEnergy #Photovoltaics ☀️ #Monitoring solutions 💻",FALSE
"4849","RT @bfpinitiative: There's no steady power supply, there's water scarcity, food shortage and our health is challenged. This is why I'll #Vo…",140,6,0,"en",782,33,"https://t.co/wGKXshRh87","We are advocating for environmental protection, nurturing and zero earth exploitation through climate education and awareness.
#Vote4Climate 
#climatechange",FALSE
"4850","The Climate Change Daily wurde soeben publiziert! https://t.co/6kbKhdFw9u Vielen Dank an @chachomanopapa @great_thunberg #sustainability #climatechange",151,0,0,"de",64964,37894,NA,"TV and radio journalist @Phoenix_de, @DLF, @WDR. Own views, RT interesting articles. RT is not an endorsement #FBPA, #FBPE, #FBPPR #RejoinEU #BrexitHasFailed",TRUE
"4851","🌱 Start your sustainable journey today by focusing on 1 thing, using keystone habits, setting your environment for success, planning for setbacks &amp; giving it time. Let's make a difference together! 🌎🙌 #climatechange #SmallStepsBigChanges https://t.co/3X1ED4bvBz",241,1,4,"en",6887,177,"https://t.co/8YspRFQQ9m","We're building the world’s largest community of people taking steps to reduce their carbon footprint 🌏 #CountUsIn",FALSE
"4852","RT @Sandeep4Earth: #climatechange #climatecrisis #ClimateEmergency #savetheplanet  #savetheearth #ClimateAction #ClimateBrawl #climate #Sav…",140,25,0,"und",24,41,NA,"",FALSE
"4853","RT @Sandeep4Earth: #globalwarming #climatechange #climatecrisis #climateaction #climate #climatestrike #climatechangeisreal #climateemergen…",140,37,0,"und",24,41,NA,"",FALSE
"4854","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",355,342,NA,"",FALSE
"4855","RT @IUCN_Gender: Apart from the social and economic vulnerabilities deepened by the #ClimateCrisis, the most significant degradation that #…",140,4,0,"en",51486,1794,"https://t.co/JeFoyPcKAo","FII amplifies the voices of women and marginalised groups using new media. Follow our Hindi site @FIIHindi. Subscribe to our newsletter: 
https://t.co/CaVF7PDl6p",TRUE
"4856","S. Korean oil refiners’ exports hit fresh high in 2022
#angryarmy #angryarmyexchange #climatechange #actnow https://t.co/0VWD9rsWlI",107,0,0,"en",319,1607,"https://t.co/hdSyDD0azf","Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea",FALSE
"4857","https://t.co/XfxptUf0MU
#climatechange #globalwarming #sun #moon",64,0,0,"und",1311,1340,"https://t.co/jPPf6KQUoA","Kumaon Jagran will keep you up to date on all the latest happenings in the world of journalism and media, from breaking news to profiles on local heroes.",FALSE
"4858","Потенциал Африки неисчерпаем, но, чтобы реализовать его в полной мере, необходима глобальная поддержка, а ее не хватает, заявил Генсек ООН Антониу Гутерриш, выступая на саммите Африканского союза. 

https://t.co/mU7MLeJZLQ

#ClimateChange #изменениеклимата",256,0,2,"ru",7222,6385,"https://t.co/sws9wPQl0L","Программа ООН по окружающей среде (ЮНЕП) создана в 1972 году и является голосом в защиту окружающей среды в рамках системы Организации Объединенных Наций.",TRUE
"4859","@DRaven_EM #climatechange",25,0,1,"und",91,463,NA,"Views my own",FALSE
"4860","President William Ruto calls for rich western countries to be held accountable for driving global warming 

https://t.co/U8eSCcyOpM

#ruto #climatechange #ClimateAction",168,0,0,"en",884,135,"https://t.co/HPUNCCgxIC","Best Entertainment | Celebrity News | Breaking News",FALSE
"4861","Fox News agrees that climate change is all about power and money and little to do with #ClimateChange https://t.co/DHNQzSsV9v https://t.co/PNkYb4tJn4",125,8,33,"en",15312,14914,"https://t.co/Hx6uSyg0S3","Time travelling conspiracy Series - ""POSTLUDE - Eve Not Adam"" Book 6 for 2022. Links to all books at https://t.co/Jn2sX7Dexb - Not on Meta.",FALSE
"4862","RT @Lars9596: @JohnGamble1590 @ZaleskiLuke @elonmusk And this happened in many western countries, from #US to #Germany, from the #UK to #Au…",140,2,0,"en",40681,44755,NA,"Love Life, Embrace Its Possibilities & Enjoy My Way. 
No Financial Advice. RT's are not an endorsement. Follow back real people.",FALSE
"4863","@JohnGamble1590 @ZaleskiLuke @elonmusk And this happened in many western countries, from #US to #Germany, from the #UK to #Australia and from #France to #Canada! 

#FreeSpeech OK for the green-left narrative, but dare to disagree on #ClimateChange, #migration or the #vaccine &amp; you get muted &amp; banned!",309,2,4,"en",40681,44755,NA,"Love Life, Embrace Its Possibilities & Enjoy My Way. 
No Financial Advice. RT's are not an endorsement. Follow back real people.",FALSE
"4864","RT @IFADEastAfrica: An IFAD-FAO study from #Lesotho provides valuable insights on how to mitigate against #climatechange while sustainably…",139,2,0,"en",435,541,"https://t.co/AZFz4nQPMF","Your Community to learn, exchange and inspire new knowledge of #agrisk management in developing countries.",FALSE
"4865","RT @iesfgl: Taller sobre el cambio climático impartido por Teresa de  @ciempies_ciempies al alumnado de 1º de ESO durante los días 15 y 16…",139,2,0,"es",4,8,NA,"",FALSE
"4866","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",1,24,NA,"",FALSE
"4867","RT @EarthManat: #ClimateStrike #ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange #Gree…",140,3,0,"en",1094,19,NA,"Protect 100x100% of Nature starting from Humans.
If BillionairesForFuture will decide to block me 2, you can find me at: https://t.co/sbNa2JG2dP
#CorrectClimateSolutions",FALSE
"4868","#climatechange Links to CLIMATE CHANGE and NATURE #climate #change #global #warming #nature #earth #environment 
https://t.co/gS4L5Ydo73 https://t.co/iEu7iu5oAi",136,0,2,"en",4388,3746,"https://t.co/kosc9xDTmm","★ BOOSTED ★ DEMOCRACY ★ SCIENCE ★ WRITING ★ DOGS ★ FINS UP!
★ BASEBALL ★ HUMOR ★ SINGING ★ STAR TREK ★ MYSTERIES ★ WESTERNS",FALSE
