"","created_at","id_str","full_text","display_text_range","retweet_count","favorite_count","lang","name","screen_name","followers_count","friends_count","location","description","verified"
"508",2022-12-27 23:44:35,"1607870082268659712","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Brighterlitz","Brighterlitz",1127,5588,"Mountains and Oceans","Impact Marketing | Brand Advocate | Brand Influencer | #PlantaTree #PlantaPark #PlantaForest #Plantsomecoralreef #SaveBlueWhales #LeaveaLegacy 🌱🌳🌊🐋",FALSE
"509",2022-12-27 23:44:25,"1607870040447000576","I highly recommend a contribution to @sejorg. This organization supports the efforts of environmental journalists to further our efforts to amplify stories about the #environment, especially #EnvironmentalRacism and #climatechange. https://t.co/6uA8QxAYBh",231,5,3,"en","Rico Moore","ricocolorado",505,1415,"Washington, USA","#FREEEJOC & essayist of the ecotones @themargin_us @highcountrynews @guardian @desmog @boulderweekly Board member @sejorg 

Mastodon: @rico_moore@journa.host",FALSE
"510",2022-12-27 23:43:12,"1607869735580098561","Blocking the Sun? 😎

What could possibly go wrong?

#climatechange #globalwarming #geoengineering  https://t.co/CKRSwVRRJ9",122,0,2,"en","Cory Falter","coryfalter",1650,1885,"San Diego, CA","Hard-charging Principal @LureAgency with a passion for #Family | #Hospitality | #Lifestyle | #Travel | #DirtBikes. 

Has a motor that idles at full throttle.",FALSE
"511",2022-12-27 23:43:01,"1607869691535532037","RT @husain_rumana: It's a privilege to get my book 'Pakistan’s Climate Change Heroes', published by @SOCFilms and reviewed by Zohra Yusuf @…",140,12,0,"en","Shazia Rahman","RahmanShazia",567,589,"","ecofeminist; mother; professor of english; believer in dignity, peace, and justice for all",FALSE
"512",2022-12-27 23:42:18,"1607869510966562816","RT @KirsiKilpinen: Greenland's glaciers might be melting 100 times as fast as previously thought #ClimateChange

https://t.co/uC6CdKjlnQ vi…",140,16,0,"en","meowss","meowwsss",2690,4599,"","Voice & echo of voiceless.           Retweets for @Dragofix & his following.",FALSE
"513",2022-12-27 23:41:44,"1607869368653725698","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Dr. GalaxyBrain™️ 🇨🇦🇺🇦","richer_frank",294,628,"Moosejaw, Saskatchewan ","Philosopher King. 👑 

Unsolicited links to newsletters and other BS get blocked. 🚫

Happily married, ladies.  I don’t want or need your OnlyFans link. 🙄",FALSE
"514",2022-12-27 23:41:35,"1607869328623558658","RT @IFAD: Rural women in developing countries are among those who are most affected by the #ClimateCrisis – and when disasters hit, they pa…",140,29,0,"en","United Nations in Papua New Guinea","UNinPNG",4402,1669,"Port Moresby, Papua New Guinea","@UNinPNG is the official twitter account for the United Nations 🇺🇳 in Papua New Guinea 🇵🇬. Re-tweets are not to endorse but to inform and share.",FALSE
"515",2022-12-27 23:40:06,"1607868954713767938","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Cathy Dorrian😷🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇪🇺🇮🇪","DorrianCathy",866,3127,"Aberdeenshire","West coast lass living in the Shire! Retired NHS Manager. WASPI #1950SWOMEN Concerned about everyone so let’s get these Torys out! We’re a’ Jock Tamsons bairns",FALSE
"516",2022-12-27 23:40:02,"1607868941048901634","RT @citizensclimate: Very hopeful piece from @leahstokes in the NYT suggesting we may have finally reached a pivotal point in kicking our f…",140,17,0,"en","Frances Stewart, M.D.","drfrances",13372,14223,"Washington, DC area","physician, integrative health coach, retired US Navy Captain, #ActOnClimate, #EndGunViolence, #Democracy",FALSE
"517",2022-12-27 23:39:46,"1607868872153092097","RT @citizensclimate: Check out some of the amazing things our volunteers did this year for climate action in the 5th installment of our gra…",140,13,0,"en","Frances Stewart, M.D.","drfrances",13372,14223,"Washington, DC area","physician, integrative health coach, retired US Navy Captain, #ActOnClimate, #EndGunViolence, #Democracy",FALSE
"518",2022-12-27 23:39:34,"1607868822400401409","RT @citizensclimate: Some good points here from @lindsey_baxter at @cleanaircatf about the need to continue making progress on #ClimateChan…",140,25,0,"en","Frances Stewart, M.D.","drfrances",13372,14223,"Washington, DC area","physician, integrative health coach, retired US Navy Captain, #ActOnClimate, #EndGunViolence, #Democracy",FALSE
"519",2022-12-27 23:38:59,"1607868674869760007","@greenbeltnagger @rh52d @garywfox 1. The 'destruction' by #hs2 is massively overstated. 2. Keeping what we had isn't going to stop #ClimateChange,new planting and low-carbon transport will. This is why 'conservationists' are not helping tackle MMGW. You literally can't see the woods for the trees. #stophs2isdead",313,1,5,"en","PB Photography #FBPE","PaulMBigland",3376,3187,"","Freelance photographer, Journalist, Blogger, Traveller, NUJ member.",FALSE
"520",2022-12-27 23:36:57,"1607868164779433985","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Max Carnage","DoktorG",1610,1956,"London, UK","Zombie hunter. Lover. Scholar. Epicurean. Gourmet. Hedonist. Trust me, I'm a Doktor. He/Him",FALSE
"521",2022-12-27 23:35:45,"1607867860038082560","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Richard Montgomery 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇪🇺","ricmontg",6333,6938,"Glasgow, Scotland","Scottish Independence supporter, Catalonia & Plaid Cymru supporter, dad to two great boys and brill wife. p.s Lost access to old acc!",FALSE
"522",2022-12-27 23:35:24,"1607867775082545161","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","KevInCornwall","KevCOYG",4340,4996,"South West, England","Fearing the worst but hoping for the best- I have kids, so it's part of the deal. Call me a 'woke snowflake' and I'll say 'Yep. Why aren't you?'",FALSE
"523",2022-12-27 23:35:24,"1607867771693449219","New Bill Promises $2500 Tax Credit For Off Road EVs https://t.co/0Wn3Mvx4re #Tesla #EV #ClimateChange #Renewables #RenewableEnergy",130,0,0,"en","zxcxz","Zxcxz_xyz",238,959,"","Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. Get your Elon's Song NFT here:",FALSE
"524",2022-12-27 23:34:24,"1607867519750254593","RT @TheDXEngineer: From renewables to advances in batteries and electric vehicles, technology plays a central role in both decarbonization…",139,2,0,"en","Niche Business Solutions","NicheB2B",330,1163,"Lucknow","Agency Offerings Include:
•Business Growth Advisory
•Brand, IEC & PR
•ITeS

📲 Explore Business Blogs &
Global News on 📲
https://t.co/G5MF64YL89",FALSE
"525",2022-12-27 23:34:21,"1607867507682975744","RT @EUScienceInnov: Healthy #soils:

🔸prevent floods and droughts
🔸ensure our food and
🔸mitigate #ClimateChange!

The #EU is on a mission t…",140,4,0,"en","EU DELEGATION_ROME","eudeleg_rome",1522,402,"","Delegation of the European Union to the Holy See, to the Order of Malta, to the United Nations Organisations in Rome and to the Republic of San Marino",TRUE
"526",2022-12-27 23:34:18,"1607867497646067713","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Sིiིlིkིlིiིnིkི","Silklink",6266,6144,"United Kingdom","Taking a peep through the Window on the World🌐.Sometimes view from a slightly different angle🏳️‍🌈🇺🇲🇬🇧🇪🇺#FBPE but won't follow back businesses",FALSE
"527",2022-12-27 23:34:14,"1607867477765066755","RT @citizensclimate: Some good points here from @lindsey_baxter at @cleanaircatf about the need to continue making progress on #ClimateChan…",140,25,0,"en","sean Milton","seanMil54508104",775,766,"Wilmington NC","Managing a b&b in a southern NC town, love watching the stars, playing board games",FALSE
"528",2022-12-27 23:33:59,"1607867414523564033","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Martine Dubé","martine_dub3",308,298,"Québec, Canada","Retraitée, domaine financier",FALSE
"529",2022-12-27 23:33:58,"1607867411818217472","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Johndinobuff","johnraycastillo",58,125,"Quezon City, National Capital ","",FALSE
"530",2022-12-27 23:33:39,"1607867333976141829","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Richard Correia","Richy23940831",83,51,"","",FALSE
"531",2022-12-27 23:33:20,"1607867252598243330","RT @ricklevy67: #ClimateChange.  Three children airlifted to hospital after being stung by #Irukanji box jellyfish of Kgari - Fraser Island…",140,14,0,"en","geraldine austin","austin_gg",563,495,"","Love reading, travel, social justice. Detest LNP party. Yes to Voice to Parliament.",FALSE
"532",2022-12-27 23:32:34,"1607867059555237890","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Paolo Viscardi","PaoloViscardi",9112,7231,"Dublin City, Ireland","Curator at @DublinDeadZoo. Zoologist, bonegeek & blogger. Lapsed palaeontologist & biomechanic.
Disclaimer: This is my personal opinion and not that of the NMI.",FALSE
"533",2022-12-27 23:32:09,"1607866955645743106","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Däm Bella 🇪🇺","bellatronique",331,637,"@bellatronique@mastodonapp.uk","Applied Linguistics. Behavioural Science lecturer. Critical thinker. Frustrated perfectionist. You M can A find/follow S me T in O that D other O place N too.",FALSE
"534",2022-12-27 23:32:02,"1607866926461583361","RT @gchahal: BREAKING: #BNNNorway Reports.

Viken county council has sent out a proposal for a consultation to require emission-free taxis…",139,2,0,"en","Johnny Rode2LA","956_2766",776,196,"Laredo, TX","#Goosebumps #F&F #Marvel BBQ Chef, 2016 joined but I am back to regain place, $MBM future signee! Marines/U.S. Secret Service🎖 🪖",FALSE
"535",2022-12-27 23:32:02,"1607866924175659008","RT @citizensclimate: Some good points here from @lindsey_baxter at @cleanaircatf about the need to continue making progress on #ClimateChan…",140,25,0,"en","Climate Action Now","MyClimateApp",1906,4450,"Woodside, CA","An app that gives you the ability to take climate action NOW on your smartphone.",FALSE
"536",2022-12-27 23:31:55,"1607866894572474368","RT @citizensclimate: Check out some of the amazing things our volunteers did this year for climate action in the 5th installment of our gra…",140,13,0,"en","Climate Action Now","MyClimateApp",1906,4450,"Woodside, CA","An app that gives you the ability to take climate action NOW on your smartphone.",FALSE
"537",2022-12-27 23:31:40,"1607866832672755715","RT @citizensclimate: Very hopeful piece from @leahstokes in the NYT suggesting we may have finally reached a pivotal point in kicking our f…",140,17,0,"en","Climate Action Now","MyClimateApp",1906,4450,"Woodside, CA","An app that gives you the ability to take climate action NOW on your smartphone.",FALSE
"538",2022-12-27 23:31:26,"1607866776175497216","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","AnthropoceneMPG, 2.0","AnthropoceneM",17198,18904,"","#ClimateEmergency   #CambioClimatico

#AntarcticaLogsHottestTempEver68DegreesF2020Feb  

#JoeMentum🌊     #1MillionDead

my Alt-Acct @mpgarza2012",FALSE
"539",2022-12-27 23:31:17,"1607866735146766338","Why Focusing On Cutting #Emissions Alone Won't Halt #EcologicalDecline #climatechange #climatecrisis #climate #climateemergency https://t.co/j3Yb6KvecB",151,0,0,"en","Social & Political","PolyConundrum",1527,1153,"Florida & Nova Scotia","InnerSelf's Social & Political topics include climate, democracy, the economy, inequality, hostilities, and justice.",FALSE
"540",2022-12-27 23:31:03,"1607866676942348292","RT @TevinWooten: Only a few days left to go, but this year will solidly be among the warmest on record in Boston. Still room to rise to Top…",140,3,0,"en","S☀️LAR NETW♒RK™","OLEWSOLARTV",371,613,"World-Wide-Community","@OLEWSOLARTV☀: #SolarEnergyAge☀ Solar-services..Ss.™ #SolarTech☀️ #NeedSolar☀?!™ #Old2NewSolarInnovation☀
#SolarPoweredEVCharge🔌-☀",FALSE
"541",2022-12-27 23:30:41,"1607866586236596225","RT @GlobalECCI: Trees make communities &amp; ecosystems more resilient to #climatechange
Trees are the unsung heroes in the fight against #clim…",144,45,0,"en","Starlight🦄🐴🐢Delta","sikski75",520,984,"Canada 🇨🇦 Alberta","Not a perfect person. I make mistakes daily. Can only try and be the best me.",FALSE
"542",2022-12-27 23:30:32,"1607866548047282176","Do you agree?

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/boIHFXq2I1",203,0,1,"en","Sven Van zanten","SvenVanZanten01",852,978,"Netherlands","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"543",2022-12-27 23:30:30,"1607866539692236800","Canada bears a lot of the cost of #ClimateChange.
We think it's because we're a cold country.
But in fact it's because we produce #FossilFuels.
#ActOnClimate #ClimateEmergency https://t.co/xGKTTUxA6v",175,0,0,"en","Mark Dolore","QueerTestimony",313,562,"Ontario, Canada","He/Him
Church Leader. BA- MBI
Earth Scientist. BS, MS- PSU
Data Analyst
Queer, INFP, Canadian

Climate Change is real
Queer Christians are real
#UseLessLoveMore",FALSE
"544",2022-12-27 23:30:27,"1607866528057421824","RT @draevans: Ask why young people should?

My generation and parents had free education, grants, houses they could afford.. 

We also igno…",140,3,0,"en","Charlotte Richards","Charl0tteEmma",1277,4095,"Gweriniaeth Cymru, Ewrop ","she/her/hi
🏴󠁧󠁢󠁷󠁬󠁳󠁿🇩🇪🇪🇺 Dinesydd Ewropeaidd
Cyfieithydd Übersetzerin Translator 💎
Nid da lle gellir gwell 🏳‍🌈🏍️No DM's #GTTO #BLM #NoPlanetB",FALSE
"545",2022-12-27 23:30:03,"1607866425145790465","RT @argonne: Argonne and Colorado State University researchers identified new practices that farmers can use to make farms a net sink of CO…",140,3,0,"en","S☀️LAR NETW♒RK™","OLEWSOLARTV",371,613,"World-Wide-Community","@OLEWSOLARTV☀: #SolarEnergyAge☀ Solar-services..Ss.™ #SolarTech☀️ #NeedSolar☀?!™ #Old2NewSolarInnovation☀
#SolarPoweredEVCharge🔌-☀",FALSE
"546",2022-12-27 23:29:52,"1607866382418411522","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Karin Butler","kaebee23",366,919,"Newfoundland and Labrador","states the obvious, #Newfoundland, triple vaccinated, 20 years hospital frontline worker, #UnionProud #T1D #knowmorethanimallowedtosay 🫢",FALSE
"547",2022-12-27 23:29:31,"1607866293943947265","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","wei wu wei","Osmotheque78000",6435,7077,"California, USA","Buddhist - Daoist - Quaker",FALSE
"548",2022-12-27 23:29:31,"1607866292438016000","RT @BrianMcHugh2011: The 10 most expensive storms, floods and droughts in 2022 each cost at least $3bn (£2.5bn) in a “devastating” year on…",139,48,0,"en","GO GREEN","ECOWARRIORSS",83043,60607,"","Why destroy our fragile #climate just to satisfy fossil fuel profit margins when we can go green save life on Earth #Arctic #keepitintheground #climatechange",FALSE
"549",2022-12-27 23:28:43,"1607866092311175174","90% of global warming occurs in the oceans 
#climaterisk 
#climatechange https://t.co/UuvrjDIXXy",96,1,0,"en","Glen B. Alleman, MSSM, Vietnam 69-70","galleman",3415,4427,"","If you lack the academic foundation and validated experience, your advice is simply unsubstantiated opinion without any basis in fact or principle.",FALSE
"550",2022-12-27 23:28:05,"1607865930570436608","RT @geofvance: The 27th @UN #ClimateChange Conference of the Parties was held in Sharm el-Sheikh, Egypt, in November 2020. @PerkinsCoieLLP…",139,1,0,"en","Teresa Margaret","tlittle",282,973,"East Bay, Northern California ","Love my 3 kids, cooking, music, pop culture, Hello Kitty, @sfgiants babe, @bravoandy, wine country, champagne. 
EDiscovery Project Manager",FALSE
"551",2022-12-27 23:27:38,"1607865817529552896","RT @anttilip: Do you see the change? 🌡️🌍
This image shows the temperature change histograms by decade since 1880s. Global (land+ocean) &amp; la…",144,710,0,"en","Joan Carles Fortea","jcfortea",5470,1126,"","Meteoròleg À Punt Mèdia. @apunt_media Oratge. Meteorologia. Astronomia. Curiositat i divulgació.  #oratgecv #oratgeapunt. Observant el cel. Seguint els núvols.",FALSE
"552",2022-12-27 23:27:20,"1607865743776817154","RT @Ali_Manzu: #Kenya is witnessing a prolonged dry season brought about by four failed rain seasons in many parts of the country. #Dhikiya…",140,19,0,"en","Martin Wachira","Martowachira",3298,1859,"Nairobi, Kenya","MD at https://t.co/neoBOOG8ut /Former E-I-C at https://t.co/xkYvoPkYbI /MA in Digital Journalism @AKU_GSMC /Digital strategist/ Politics/Football/ Forever @ManUtd",FALSE
"553",2022-12-27 23:27:12,"1607865710142799872","RT @WMO: #Weather disasters - #floods, #heat and #drought affected millions of people and cost billions in 2022, as tell-tale signs and imp…",140,37,0,"en","Youhanes J. Magok Junior","YouhanesMagok",1944,1885,"Juba, South Sudan ","Fmr. expert @_AfricanUnion| @AU_ETTIM | Mining Engineer| Environmentalist | Teacher | Entrepreneur | Author | Lifelong learner | Posts_Own_Opinion🇸🇸 @NYDA2018",FALSE
"554",2022-12-27 23:26:34,"1607865550360743936","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","MakeLoveNotWar🧡💛💚💙💜","Louisa616",3730,5007,"","🎼 AAAHH MOZART!! 🎶 soprano
#UniMozarteum  #StiftungMozart 🌈 #DemocracyNow 🌊 taken.       🌻
 Musician, Humanist, Socialist, Globalist. 🌻",FALSE
"555",2022-12-27 23:26:08,"1607865440763617281","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","nicole","whysoilmatters",30,206,"","",FALSE
"556",2022-12-27 23:25:58,"1607865399932248066","@MikeHudema Yes, and countries in #Africa, which produces only 3.8 % of emissions, suffer some of the worst effects of #ClimateChange. I interviewed frontline activist from #Uganda Dixon Bahandagira @BahandagiraD about this. https://t.co/62Xg3HIpRa",248,0,0,"en","Steve Andrews","bardofely",5058,5561,"Lisbon, Portugal","#SteveAndrews aka the #BardofEly is an author, #singersongwriter, poet, activist & naturalist with a #greenbeard.",FALSE
"557",2022-12-27 23:25:00,"1607865157698605057","RT @TempoAction: 🤔 Why is music a great way to evoke action?⁣
⁣
🎶 Because it is experiential whereas scientific data is not.⁣
⁣
Turns out t…",140,2,0,"en","Dr Lucy Jones Center","DLJCSS",11641,235,"California, USA","The Dr. Lucy Jones Center for Science & Society, founded by seismologist @DrLucyJones, fosters the understanding & application of scientific information.",FALSE
"558",2022-12-27 23:24:50,"1607865115881119745","how many ""once-a-lifetime"" winter storms does #Buffalo need to have before someone says #ClimateChange #KlimaKrise #ClimateCrisis https://t.co/0yXASCrivj",129,0,0,"en","𝘿𝙍𝙔 𝙊𝙊𝙉𝘿 𝙕𝙀𝙀𝙋 𝙕𝙄𝙂","dryoondzeepzig",2298,1041,"Ville de Quebec","{ɹnoɥ ǝɥʇ ʎq sǝɔıʌɹǝs ɓuıɥsɐʍ uıɐɹq ǝʌıʇɔǝɟɟǝ ʎlɥɓıɥ} ˙ʇsılɐıɔos pıqɐɹ ʎlʇsoɯ ısɐnb puɐ uɐıɔısnW ɔıuoɹʇɔǝlƎ",FALSE
"559",2022-12-27 23:24:46,"1607865095060656130","RT @ZoologyDave: TWO awesome #PhD opportunities looking at tropical #savannas, #forests, #carbonstocks, #climatechange #biodiversity &amp; #AI…",143,11,0,"en","Lucia Galvez","LuciaGalvezBrav",110,77,"","Senior Lecturer at Liverpool John Moores Univeristy",FALSE
"560",2022-12-27 23:24:21,"1607864992988278785","RT @SvenVanZanten01: Check this out:

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #e…",140,1,0,"en","Arthur Green","AGreen4BCGreens",2094,4749,"Hope, BC","Green Party of Canada  #BCGreens #gpc #mmfc #canpoli #FNRA",FALSE
"561",2022-12-27 23:24:02,"1607864913674002433","RT @SvenVanZanten01: Renewable News by Sven.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanE…",140,1,0,"en","Arthur Green","AGreen4BCGreens",2094,4749,"Hope, BC","Green Party of Canada  #BCGreens #gpc #mmfc #canpoli #FNRA",FALSE
"562",2022-12-27 23:23:37,"1607864807364984833","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","kirby","kirby_lane2095",4367,3621,"","Former Republican, Husband,Father,Grandfather, Resistance fighter,The Battle is won but the war is not over, not until all who enabled tRump R held accountable!",FALSE
"563",2022-12-27 23:23:31,"1607864783549698052","Climate change is a real and pressing threat, but together we can make a difference. Let's reduce our carbon emissions, invest in renewable energy, and take action to protect our planet for future generations. #ActOnClimate #ClimateChange https://t.co/AjB8DtWe99",238,0,0,"en","Jakub Matuszczak","JMatuszczak__",493,36,"Europe","Jakub Matuszczak",FALSE
"564",2022-12-27 23:22:55,"1607864631367979009","RT @robinmonotti: THE #TRUTH ABOUT CO2
#CO2 lags earth temperature changes by 800 years, not the other way round. The CO2 causing #ClimateC…",140,409,0,"en","Atlas","atlas_1212",195,270,"","The covid-19 pass is segregation, and if you support that, then you're a segregationist.",FALSE
"565",2022-12-27 23:22:37,"1607864557711548416","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Jennifer Niklas","JCNiklas",911,1747,"Innovationsland NRW","studiert im Master Politik- & Medienwissenschaft. #Klimastammtisch  Wissenschaft💜Journalismus, 🦣Jennifer_Niklas@social.cologne",FALSE
"566",2022-12-27 23:22:37,"1607864554771582976","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","kay","kay42679231",109,530,"","ACAB #blacklivesmatter. Abortion is healthcare.",FALSE
"567",2022-12-27 23:22:13,"1607864456771686400","@AltMediaWatch @MRobertsQLD Thanks for sharing.  Malcolm blocked me for posting peer reviewed articles that prove #climatechange is real.  He doesn't seem to like the truth.",173,0,8,"en","jimmymalecki 🌈 #ratverifed 🐀","jimmymalecki",1549,3994,"Australia","I'm a freelance photographer/filmmaker who cares a tweet about our life support system, the planet.  And social harmony.",FALSE
"568",2022-12-27 23:21:31,"1607864278312181761","RT @GlobalECCI: Trees make communities &amp; ecosystems more resilient to #climatechange
Trees are the unsung heroes in the fight against #clim…",144,45,0,"en","YAROU charaf","charaf_yarou",1279,680," (PARAKOU)République du Bénin","👊👊 Make education a means of adapting to climate change
Working with rural women to adapt to the effects of climate change.",FALSE
"569",2022-12-27 23:21:05,"1607864168631382020","BREAKING: #BNNNorway Reports.

Viken county council has sent out a proposal for a consultation to require emission-free taxis from 1 October 2027. They follow several other counties in Norway.

#ClimateChange #Fossils #Emission #Viken #Norway https://t.co/bShkdNMSuh",242,2,9,"en","Gurbaksh Singh Chahal","gchahal",516256,123324,"Hong Kong | Bay Area, USA","CEO, @Procurenet, @Medriva, @BNNBreaking Founder, @ChahalNonProfit | ✍️ @belimitlesscom Author | 3 wins $400MM+ | FT: I troll fake news media & bad politicians",TRUE
"570",2022-12-27 23:20:34,"1607864038175969281","RT @Laurie_Garrett: Dave Barry rocks:
""The looming apocalyptic threat of catastrophic global #climatechange was finally eliminated thanks t…",140,15,0,"en","Eilonwy24","Eilonwy24",703,213,"Oregon","I have an owner-trained poodle guide.",FALSE
"571",2022-12-27 23:20:25,"1607864001664552961","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","suffolk","suffolkmummy",112,373,"","",FALSE
"572",2022-12-27 23:19:03,"1607863657748172806","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Carmen Leverenz","Carmen45441168",68,1244,"Ann Arbor, MI","🌈✌🏻 she/her LGTBQ+;BLM",FALSE
"573",2022-12-27 23:18:24,"1607863493411094533","RT @AnimalWelfareIE: 💔 There has been a sharp decline in #polarbear numbers around #HudsonBay  #Canada  - particularly of females and cubs.…",140,5,0,"en","Dragofix","Dragofix",5130,4582,"Finland","Minimalism, health, organic healthy plant-based food, nature, environment, privacy, transparency, animal & human rights Ⓥ, UBI, renewables, etc. Language: en/fi",FALSE
"574",2022-12-27 23:18:19,"1607863475652669440","RT @TheDXEngineer: From renewables to advances in batteries and electric vehicles, technology plays a central role in both decarbonization…",139,2,0,"en","Think With Niche","Thinkwithniche",1664,5001,"भारत","• Business Blogs • World News • Growth Stories • Startup & Success Tips • Tech & Gadgets Reviews • Leadership & Motivation • Photo Stories • DIY • Reels 📲",FALSE
"575",2022-12-27 23:18:11,"1607863439686537216","RT @UNBiodiversity: A collaboration between @cgiar, @cgiarclimate and @columnfive highlights the global influence of environmental challeng…",140,15,0,"en","Reflection Connection","leftboomer",3141,4577,"Sydney","Education. Four languages, keen on travel, little bit crafty and collector of retrovintage stuff.",FALSE
"576",2022-12-27 23:18:09,"1607863433273163778","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","AminAhmad_41","Aminahmad41",26,10,"","",FALSE
"577",2022-12-27 23:17:58,"1607863386452406273","RT @FriendsOScience: @telecommoner @AmarjeetSohiYEG @CityofEdmonton Never forget the $$ for #EV buses... https://t.co/T63pVyVdUJ Or the tri…",140,5,0,"en","genla","genla6",944,596,"","Angry Canadian.  Enough is enough.",FALSE
"578",2022-12-27 23:17:44,"1607863328251969537","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Nova","antinova616",27,17,"","",FALSE
"579",2022-12-27 23:17:30,"1607863267619401729","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Margaret","margare05106690",511,823,"NSW Australia","Stand for those, who can't stand for themselves! No DM's.",FALSE
"580",2022-12-27 23:16:38,"1607863048760594432","RT @electrixgreen: These mf's think you're stupid, they did the same with the ""vaccine"".  They are the ""#climatechange"". https://t.co/gWc8f…",140,8,0,"en","🇨🇦BCValleyGirl🇨🇦","NikkelKimberly",1626,916,"Planet Earth","Canadian born daughter, sister, mother, grandmother, friend, survivor and freedom fighter with a PHD in life.",FALSE
"581",2022-12-27 23:16:03,"1607862901796212738","RT @HavaClimate: New Climate News: 

California Approves Roadmap For Carbon Neutrality By 2045

#climatecrisis #climateaction #esg #carbon…",139,1,0,"en","Climate Change Dummies","climate_fact",2070,0,"","Free thinker, not afraid to call out bullsh*t when I see it, MAGA!!, Patriot.",FALSE
"582",2022-12-27 23:15:23,"1607862735517224960","@TruthCampaigns 
Greed can drive us away from our responsibility to protect our planet. Our actions have consequences, and we must work together to restore balance and reduce the impacts of #ClimateChange. #BeTheChange #NatureIsOurFuture",237,0,1,"en","The Living Tree","livingtree_life",95,3,"Twitterverse, San Francisco","I am a living tree that lives from Twitter likes. I enjoy interacting with people and tweeting interesting things. I love getting likes and growing
my branches",FALSE
