"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","location","description","verified","default_profile"
"4456","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",46,40,NA,"","",FALSE,TRUE
"4457","RT @PCarterClimate: ATMOSPHERIC CO2 AT 420 ppm, HIGHEST IN OVER 4 MILLION Yrs 
NOAA puts this highest in 4.1 - 4.5 million years
IPCC AR6 6…",140,188,0,"en",3129,505,NA,"Pakenham, Victora, Australia","A Small impact with No waves is what I used to be. Now I Am Angry As Hell And I Am Not Going To Take It Anyore! World Voice Now!",FALSE,TRUE
"4458","RT @citizensclimate: Atmospheric rivers, getting worse because of #ClimateChange, are now flooding California. Yet another indication that…",139,11,0,"en",441,271,"https://t.co/dG0CmWS90s","North San Diego County","We are a grassroots non-partisan organization dedicated to working with our members of Congress to build the political will for a livable world! Join us!",FALSE,TRUE
"4459","RT @citizensclimate: New Year. New Policies. Same CCL. 

Join us to learn more or check out our blog for more details:
https://t.co/DtKdljf…",140,15,0,"en",441,271,"https://t.co/dG0CmWS90s","North San Diego County","We are a grassroots non-partisan organization dedicated to working with our members of Congress to build the political will for a livable world! Join us!",FALSE,TRUE
"4460","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",15079,2165,"https://t.co/y5wzWzLYIt","MB, Canada","Good boys 🐶| Family | Politics | Ag Banker 🌾 | The Great White North 🇨🇦 | Show Me Your Smile ツ | Opinions are my own but should also be yours | #gojetsgo",FALSE,TRUE
"4461","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",156,750,NA,"","feminist, wife, mother, grandmother, educator",FALSE,TRUE
"4462","#waternews #allensworth #tularecounty #climatechange #watertech @VadJesse reports. #sjvwater https://t.co/7Ndf9UbsgV #independentjournalism #localjournalism #nonprofitnews #wecoverwater #journalismispower #sanjoaquinvalley #tularecountywater #jessevadreports https://t.co/E6EHdwW8yr",258,1,3,"en",1189,313,"https://t.co/ZXLZ5Q6KpB","Bakersfield, CA","Covering water in the San Joaquin Valley",FALSE,FALSE
"4463","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",120,532,NA,"","🇺🇸Save America🇺🇸",FALSE,TRUE
"4464","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",908,221,NA,"","FDN-P, CNC, CHC, AIIORE, NTP, Holistic/carnivore health care practitioner, fighting the 4 horsemen of the Apocalypse: AMA, FDA, BIG PHARMA & BIG AGRO",FALSE,TRUE
"4465","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",116,208,NA,"Canada","🇨🇦🚀🦍",FALSE,TRUE
"4466","RT @ActionAid: Often the people who have contributed the least to creating the #ClimateCrisis face the costs of rebuilding after #ClimateCh…",140,8,0,"en",12908,1282,"https://t.co/87FVsBJbBm","🇬🇧 🇲🇽  🇦🇷  🇸🇬 —🌐","Collaborating with gov’ts & orgs to open up #data & respond effectively to policy challenges. We ✊  #datarights in #anticorruption #payequity #climateaction.",FALSE,FALSE
"4467","RT @PCarterClimate: 2022 RECORD FOSSIL FUEL CO2 EMISSIONS
November 2022 Global Carbon Project's Global Carbon Budget. Details 2022 fossil f…",140,67,0,"en",1155,614,NA,"","Indifference is Inhuman",FALSE,TRUE
"4468","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",109,337,NA,"Batavia, IL","awakened. ready for the galactic federation.   beam me up Q’uo.",FALSE,TRUE
"4469","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",109,248,NA,"Mesa, AZ","",FALSE,TRUE
"4470","ATMOSPHERIC CO2 420 ppm IN PERSPECTIVE
Perspective of atmospheric CO2 at 420 ppm from Scripps records- Headed breakneck speed for planet catastrophe 
  https://t.co/rs8CFhuVTp
#scripps #CO2 #climatechange #globalwarming https://t.co/OJpwpz7KOa",219,42,81,"en",22558,171,"https://t.co/wDBAEHeWaG","Victoria BC Canada","Director Climate Emergency Institute, IPCC expert reviewer, Co-author Unprecedented Crime, published on climate change, sustainable development, biodiversity,",FALSE,TRUE
"4471","RT @PCarterClimate: ATMOSPHERIC CO2 HITS 420 ppm (NASA GISS)
Atmospheric CO2 increase faster than ever. The human race cannot survive this…",139,781,0,"en",3918,3613,"https://t.co/Qu4iNszGEd","Singapore","Climate Change Editor @Straits_Times. Ex-@Reuters.
#ClimateChange = story of our age. Let's overcome the risks and seize the opportunities.  Views are mine.",FALSE,FALSE
"4472","RT @OECD: Farmers face a variety of risks that affect their incomes &amp; capacity to innovate. 

#ClimateChange is expected to heighten risks…",143,6,0,"en",381,379,"http://t.co/3AC6cIyfuK","Toronto","Accounting Analyst using SAP in Toronto - 15 years work experience in Fortune 500 Companies",FALSE,FALSE
"4473","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",525,1206,NA,"","",FALSE,TRUE
"4474","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",237,1206,NA,"1776","""Victory or Death"" ""Greetings, Starfighter. You have been recruited by the Star League to defend the Frontier against Xur and the Ko-dan Armada.""",FALSE,FALSE
"4475","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",165,850,NA,"Canada","And if all others accepted the lie which the Party imposed - if all records told the same tale - then the lie passed into history and became truth. ~1984~",FALSE,TRUE
"4476","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",159916,851,"https://t.co/rwR7dUjUhG","The Best Places Ever!","Gorilla🦍Meme📲Rawfare, Medical🥑Freedom, Organic🥗Nutrition, 🌴Superfoods🍍, 🍁SuperHerbs🍄, Natural👣Technology, Spring💦Water and THE💖BEST🍀DAY☀️EVER!",TRUE,FALSE
"4477","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",41,173,NA,"Australia","Lover of low carb Keto lifestyle",FALSE,TRUE
"4478","RT @PCarterClimate: EUROPE UNPRECEDENTED INSANE NEW YEAR 
HEAT WAVE 
https://t.co/JEy1kOvC7g
#heat #globalwarming #climatechange https://t.…",140,71,0,"en",313,253,NA,"","",FALSE,TRUE
"4479","how we overcome Covid is by relieving stress on Coral with complex multi spectrum sound, starting just West of Christmas Island / Atoll @CDCgov @NIH @WHO 
there is evidence to prove that Coral can be a cure for Covid, Action is important
#Covid #ClimateChange #AirQuality #pHSea https://t.co/4g8INtrJY7",278,0,0,"en",0,0,NA,"Las Vegas, NV","#LogicBasePuzzles 
#Piano practice & listen
#PracticeWriteOppositePrimaryHand
#Rocks walk on & squeeze

#multispectrumSound 

LOVE 🧠 🧠 ɘvo⅃

#Disciple True",FALSE,TRUE
"4480","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",28,72,NA,"","",FALSE,TRUE
"4481","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",523,3475,NA,"Atlanta, GA","Bringing top #industry #leaders #together to discuss #business #challenges focusing on @tagthink @healthcareGA @atlchamber @GArepublicans @GeorgiaDemocrat @GOP",FALSE,FALSE
"4482","RT @maddenifico: activist360 has now launched on Twitter.

If you think the #ClimateCrisis is one of the vital challenges of our time, plea…",140,915,0,"en",3025,1593,NA,"ABQ NM","Forever die❤️fan Washington Commanders. Believe in Democracy & American Dream. Support equality for all. Grateful for the Resistance. Biden/Harris💙",FALSE,TRUE
"4483","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",4203,5001,NA,"Ontario, Canada","Former Military & retired employee of Agriculture Canada. Leading an effort of inclusiveness for a medal of recognition for our Veterans'.
e-petition e-3224.",FALSE,FALSE
"4484","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",334,1019,NA,"THE OUTSKIRTS","I'm a Pop-primitive surrealist artist, totally addicted to colour & the deconstruction of everyday stuff almost like the picture never ends the image is forever",FALSE,TRUE
"4485","RT @PCarterClimate: ATMOSPHERIC CO2 HITS 420 ppm (NASA GISS)
Atmospheric CO2 increase faster than ever. The human race cannot survive this…",139,781,0,"en",802,802,"https://t.co/Q16I8Rb4Ha","Sydney, Australia","News & info on solutions for clean energy and low carbon transport systems, plus changes needed to ensure a habitable Planet Earth #GoRenewable #GoEVs #Methane",FALSE,FALSE
"4486","RT @PCarterClimate: ACCELERATING CATASTROPHIC OCEAN WARMING
Oceanic warming pervasive, surface to abyssal long-term trend accelerating.Decr…",140,113,0,"en",105,299,NA,"","Will trade Racists for Refugees",FALSE,TRUE
"4487","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",4256,5002,NA,"Bristol, England","A group campaigning against the closing of Redland Library in Bristol. We want to retain a library service for all communities and all areas of Bristol.",FALSE,FALSE
"4488","RT @ProfMarkMaslin: #climatechange

European weather: Winter heat records smashed all over continent

Warsaw, Poland, saw 18.9°C on Sunday…",139,27,0,"en",1028,384,"https://t.co/WaDv0cS3kw","Where in the world am I... ?","Ap.'s star pupil Leon Lee is displayed. Reviews films, concerts, gigs, etc. [Considers language, #mh distress, or spin on 'news' stories...]
#JustFollowing250",FALSE,FALSE
"4489","RT @EmbSpainUK: 2022 has been the warmest year in Spain since 1916, it is the first time the average annual temperature exceeds 15 ºC. 
Unt…",140,12,0,"en",5086,4912,NA,"","🇪🇺 UK citizen, Europhile. RT≠E. @littlegravitas@c.im. Prefer email (lgrav/3Mbv0T@simplelogin.co) or Threema (9JJH8MYF) to DMs. Likely to unfollow non-FBs.",FALSE,FALSE
"4490","New Climate News: 

2023 forecast to be 10th year in a row that hits 1C above pre-industrial era

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
https://t.co/glreiC5K1w",232,1,0,"en",90,552,"https://t.co/CmIFtEPgoe","Solana Blockchain","A climate impact organization.",FALSE,TRUE
"4491","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",192,747,"https://t.co/4mJLmw98e6","San Francisco, CA","Builder at @salesforceeng #saveH4EAD #climatechange #distributedsystems #equalityforall",FALSE,TRUE
"4492","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",576,1562,NA,"🤍🩹 ","🌸Uncle Sam'S 🐿️☃️🌜
❄️I don't use or accept credit card. 
☘️Seller pls don't say goods been already sold out.
#Cex #Navalism 
🤝
my fb ac : mameaw.august",FALSE,FALSE
"4493","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",213,2741,NA,"Montreal","Amateur Linguist, Scientician, Passionate Germ-fighter. *No relation to Simba* | She, Her, Hers.",FALSE,TRUE
"4494","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",81,773,"https://t.co/TD97Lp3uOk","","If you want it, come and get it ⚫💊 asf Never voted 🥵 or 🥶 and never will",FALSE,TRUE
"4495","#WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion tonnes of ice every year – and contribute to almost 5% of global sea-level rise.

Urgent action is needed: https://t.co/Jp9pyJ99Rv https://t.co/GT2p3N1ahM",256,139,265,"en",3666247,2300,"https://t.co/tqZKDX906K","","Building peace where it starts - in the minds of men & women. Official Twitter account of UNESCO. #Education #Sciences #Culture #Communication #Information",TRUE,FALSE
"4496","RT @AMARAGENCYIN: #AMARAgency #ClimateChange #Ocean #Atmosphere #Weather #Biodiversity #Environment #Ecologicalbalance #EcoFriendly #Nature…",140,2,0,"und",6,136,"https://t.co/o0ZM1TdBhY","India","Official
#Research #Education #Weather
#Forecast #ClimateChange #PolicyMaking #Innovations
#NaturalResources #SocietyDevlopment #Nature
Note:👣,💬,🔁❌endorsed",FALSE,TRUE
"4497","RT @PCarterClimate: WORST EVER DROUGHT HORN OF AFRICA
 (NASA Dec 2022)
Global warming, Indian Ocean warming, &amp; La Niña  4 dry rainy seasons…",144,106,0,"en",313,253,NA,"","",FALSE,TRUE
"4498","@LeoDiCaprio Cuz #CLIMATECHANGE RIGHT.  🖕🤡 @JackPosobiec https://t.co/uxyFFc8QQ6",56,0,2,"en",117,136,NA,"Livonia, MI","Just a regular dude/Ape/retail investor trying to make his mark in this crazy world",FALSE,TRUE
"4499","AQI: 175
Advisory:- Unhealthy: everyone especially children, should limit prolonged outdoor exertion

#January #winter #ClimateChange #globalwarming #savetheplanet #PlantATree #AirQuality
#environment #Healthy #Future #Children #FIFAWorldCup",241,0,0,"en",1188,4766,NA,"Internet","Trying to bring positive change in society via technology.",FALSE,TRUE
"4500","RT @PCarterClimate: 2022: HOT NORTH HEMISPHERE SPRING &amp; SUMMER
NASA GISS High N. Hemisphere Spring &amp; Summer warming. 1.5°C &amp; 1.38°C. Drove…",151,28,0,"en",608,1415,"https://t.co/FWA0z494Xv","","Staying on twitter to fight against lies and fascism",FALSE,TRUE
"4501","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",26,68,NA,"","Happily married since 99 with 4 wonderful kids that are my only purpose in life.",FALSE,TRUE
"4502","RT @AMARAGENCYIN: #AMARAgency #ClimateChange #Ocean #Atmosphere #Weather #Biodiversity #Environment #Ecologicalbalance #EcoFriendly #Nature…",140,2,0,"und",11,131,"https://t.co/LEpMA83Ufo","India","Official
#ClimateMan
Best
Researcher
Teacher
#ClimateChange
Forecaster
Modelling
ProgressiveThinker
work towards build a
GreatNation - GreatWorld&
BetterSociety",FALSE,FALSE
"4503","RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",140,39,0,"en",5,45,NA,"","Gratitude builds a bridge to abundance.
🖌NFT",FALSE,TRUE
"4504","In the 80s we referred to #globalwarming as a ‘slow motion catastrophe’ one we expected to kick in perhaps generations later
#climatechange But now we know different, and now we face a #climateemergency and international schools have a duty to promote #EcoLiteracy and #TeachGreen https://t.co/PKIZhuWnTf",280,0,0,"en",8767,8577,"https://t.co/kLCnGgJ7wG","Here, There and Everywhere ","International Educator. Tweeting about Education, Africa, Politics, Social Justice, Human Rights, Environment. https://t.co/2wz6RLeJSm…",FALSE,FALSE
"4505","RT @uncclearn: Have you tried out the Climate QUIZ?

In less than 10 minutes you can find out what you already know about #ClimateChange an…",140,1,0,"en",182,471,NA,"Nigeria","*Moderator @WPSOffice 
*Personal Branding and Coaching 
*Social Media Marketer",FALSE,TRUE
"4506","🚨 More than 700 million people live in extreme #poverty.

To achieve the vision set out in the #GlobalGoals, the fundamental issue of poverty must be addressed.

 #2030Agenda #oisdg #climatechange https://t.co/7NN1grUTjy",196,0,0,"en",363,223,"https://t.co/VwaJdYduLe","Kumasi, Ghana","ODDI/OISDG is an international organization which aims to advocate and carry out actions in favor of Integrated Sustainable Development Goal. #org_oisdg",FALSE,TRUE
"4507","Extreme weather can take many forms, not all directly related to temperature.  #ClimateChange https://t.co/xsMdGCvX1V",117,0,0,"en",8945,85,"https://t.co/9bD47TX0bv","London, UK","The Global Authority on Economic Data",FALSE,TRUE
"4508","RT @PCarterClimate: ACCELERATING CATASTROPHIC OCEAN WARMING
Oceanic warming pervasive, surface to abyssal long-term trend accelerating.Decr…",140,113,0,"en",30,327,NA,"DMV","I retweet, therefore I am.",FALSE,TRUE
"4509","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",1269,1392,NA,"","",FALSE,TRUE
"4510","RT @TopTenAward: A Message to all notable 9th to 12th grade high school students worldwide:
The first special Climate Change Control Educat…",140,1,0,"en",469,4679,"https://t.co/wpWlf7a4fQ","British Columbia, CANADA","An International Organization",FALSE,TRUE
"4511","A Message to all notable 9th to 12th grade high school students worldwide:
The first special Climate Change Control Education Conference (for students and their parents) will be held in the third week of August 2023 in Vancouver, Canada.

https://t.co/KSU7qr26BQ

 #climatechange https://t.co/cMfPrStsMP",279,1,1,"en",469,4679,"https://t.co/wpWlf7a4fQ","British Columbia, CANADA","An International Organization",FALSE,TRUE
"4512","RT @uncclearn: #GenderNorms and power dynamics affect how women and men experience climate change impacts, especially during conflict.

Our…",140,5,0,"en",182,471,NA,"Nigeria","*Moderator @WPSOffice 
*Personal Branding and Coaching 
*Social Media Marketer",FALSE,TRUE
"4513","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",548,537,NA,"","Farmer, gardener, oilman. Proud father, husband and brother.",FALSE,TRUE
"4514","https://t.co/b9WAkC4EIb
@vScienceBites @BeeLady17 @tenpennyimc  
#WEF #ClimateChange #GlobalistAgenda",101,3,4,"und",582,92,NA,"Tampa FL","Lover of Liberty & Freedom in Christ 💙 God given rights cannot be surrendered nor confiscated. Biohacking ALL things holistic ☀️🍇👁💦🧠 USAF retired 🇺🇸",FALSE,TRUE
"4515","RT @PCarterClimate: ACCELERATING CATASTROPHIC OCEAN WARMING
Oceanic warming pervasive, surface to abyssal long-term trend accelerating.Decr…",140,113,0,"en",313,253,NA,"","",FALSE,TRUE
"4516","Could Breadfruit Help Trinidad and Tobago Brace for #Climate Change? - YES! Magazine #Environment #ClimateChange #ClimateAction #GlobalWarming #Fossil #Fuel #Green #Energy  https://t.co/X6UNcSJGd7",196,0,0,"en",7753,8424,NA,"","",FALSE,FALSE
"4517","How #climate change left #Italy’s ski resorts fighting for survival #Environment #ClimateChange #ClimateAction #GlobalWarming #Fossil #Fuel #Green #Energy #Weather #ExtremeWeather  https://t.co/8zFDW29UXh",204,0,0,"en",7753,8424,NA,"","",FALSE,FALSE
"4518","#Climate change prompts rise in toxic corn fungus - Spartan Newsroom #Environment #ClimateChange #ClimateAction #GlobalWarming #Fossil #Fuel #Green #Energy  https://t.co/ZOUGdV4E7V",180,0,0,"en",7753,8424,NA,"","",FALSE,FALSE
"4519","RT @PCarterClimate: ATMOSPHERIC CO2 HITS 420 ppm (NASA GISS)
Atmospheric CO2 increase faster than ever. The human race cannot survive this…",139,781,0,"en",84,306,"https://t.co/YeaCwr8kUY","","",FALSE,FALSE
"4520","RT @PCarterClimate: ACCELERATING CATASTROPHIC OCEAN WARMING
Oceanic warming pervasive, surface to abyssal long-term trend accelerating.Decr…",140,113,0,"en",285,563,NA,"","Boricua 🇵🇷🇵🇷 Social Demócrata.
I'm a leftist living in different parts of the country. Soil scientist 🏜🌤🌞🔥",FALSE,TRUE
"4521","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",6,13,NA,"North of 49th, right of centre","Non-Twitter guy. Just joined to stick up for my brother being harassed by pedophiles. Some dark, weird people on here. Report all pedophiles, child abuse ESP CP",FALSE,TRUE
"4522","#Climate change could make flights over #India 200% bumpier #Environment #ClimateChange #ClimateAction #GlobalWarming #Fossil #Fuel #Green #Energy #Weather #ExtremeWeather  https://t.co/8lutvwv2FU",196,0,0,"en",7753,8424,NA,"","",FALSE,FALSE
"4523","RT @Analyticsindiam: Here are some ways by which data can be incorporated in each of the SDGs.

#data #sustainibility #bigdata #datascience…",140,3,0,"en",122,245,"https://t.co/4cymCodlhO","Mumbai, India","Founder-Cipher Environmental Solutions LLP | Regional Mentor for Change-AIM-NITI Aayog | Climate Reality Leader | Climate Mitra",FALSE,FALSE
"4524","How #Climate Change Is Shaping #California’s Winter Storms - The New York Times #Environment #ClimateChange #ClimateAction #GlobalWarming #Fossil #Fuel #Green #Energy #Weather #ExtremeWeather  https://t.co/CRyGMZHPek",216,0,0,"en",7753,8424,NA,"","",FALSE,FALSE
"4525","RT @PCarterClimate: WORST EVER DROUGHT HORN OF AFRICA
 (NASA Dec 2022)
Global warming, Indian Ocean warming, &amp; La Niña  4 dry rainy seasons…",144,106,0,"en",1146,341,NA,"Bengaluru, India","Indian Forest Service (KN;79)
 former secretary forest government of Karnataka ,Oxford forestry institute
published:Revisiting Forest types of India",FALSE,TRUE
"4526","#Climate change affects brown bears' hibernation in Türkiye | Daily Sabah #Environment #ClimateChange #ClimateAction #GlobalWarming #Fossil #Fuel #Green #Energy  https://t.co/A2yjLbOiCS",185,0,0,"tl",7753,8424,NA,"","",FALSE,FALSE
"4527","RT @BLACKPINK: CALLING ALL BLINKS: CLIMATE ACTION IN YOUR AREA! #COP26 

To all BLINKs across the planet.
WATCH our video with @UKinKorea o…",140,36580,0,"en",56,323,NA,"","De especial no tengo nada",FALSE,TRUE
"4528","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",1065,1787,NA,"western canada","Science/chemistry/common sense in a crazy world. Overtaxed proud Poppi. strong economy, less govt, less elected idiots.🐕⛳🇨🇦🇺🇲🏒 rt=not always agree",FALSE,TRUE
"4529","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",145,143,NA,"","Run. Travel. Swim. Skip. Breathe. Live.",FALSE,FALSE
"4530","#Climate change: Why is #Europe experiencing a January #heatwave? | Euronews #Environment #ClimateChange #ClimateAction #GlobalWarming #Fossil #Fuel #Green #Energy #Weather #ExtremeWeather  https://t.co/yHUpotzFai",213,1,1,"en",7753,8424,NA,"","",FALSE,FALSE
"4531","RT @PCarterClimate: ATMOSPHERIC CO2 HITS 420 ppm (NASA GISS)
Atmospheric CO2 increase faster than ever. The human race cannot survive this…",139,781,0,"en",491,1995,NA,"Glossop, England","Christian; married to Jane; born in Yorkshire, raised in West Hartlepool; sometime resident of Jamaica and Manchester; happy in my Dark Peak retirement.",FALSE,TRUE
"4532","RT @SeatrecInc: 🇦🇶🇬🇱 With #sealevels rising steadily as the planet warms, melting ice could make it even worse.  These are the #glaciers an…",140,4,0,"en",693,2137,NA,"Raleigh, NC","Raleigh, NC 🐧 Studied Lasers λ Photonics σ Electronics Ω CAD 🌐 GIS κ MS Geospatial Science @ncstate 2015 🐺 R&D fiber-optics at ALU/Nokia '97-'09📶Aquarius🏺",FALSE,TRUE
"4533","Climate change is coming for the world’s poorest. Here’s how this charity is helping https://t.co/7ptMjbrKYQ #ClimateChange #poverty
rt @wef https://t.co/jALaJd4RT9",140,0,0,"en",27594,25364,NA,"Social","Don't miss the Innovation Train. Follow our channel for valuable content about Innovation and Digital Transformation. #Digital #Innovation #EmergingTech",FALSE,FALSE
"4534","#ClimateChange is starving the penguins of the South pole. (World Economic Forum) #Environment https://t.co/kUKjDTQ8LY",118,1,4,"en",117242,106642,"https://t.co/pppp3rfGkP","Waterloo, Ontario Canada","@Expeflow helping IMEs and #Insurance firms automate their #Claims workflow. #ChangeAgent following #DigitalTransformation #InsurTech #BigData #IoT #IoTPL #IoTT",FALSE,TRUE
"4535","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",102,21,NA,"","",FALSE,TRUE
"4536","RT @PCarterClimate: ATMOSPHERIC CO2 HITS 420 ppm (NASA GISS)
Atmospheric CO2 increase faster than ever. The human race cannot survive this…",139,781,0,"en",914,327,NA,"Sydney","Carbons, geochemistry, atmospheric chemistry & greenhouse. PhD
Musca co-ordinator Chris Gary Lee Bacon",FALSE,TRUE
"4537","RT @StanfordGSB: “We will be judged on the decisions we made when it mattered.” MBA student Melissa Zhang says we all have a part to play i…",140,3,0,"en",13,137,NA,"New Delhi, India","",FALSE,TRUE
"4538","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",304,1224,NA,"United States","",FALSE,FALSE
"4539","@Clarahart216 ""These GD politicians need to control these Polar Vortexes!"" Ok Dong Jr. Know why polar vortexes? Bc of your DaDa's and the #GOPs love of fossils along with the corporate Democrats that give ZERO fu$ks about our planet, until you can politicize it. #ClimateChange PVortex bc of U. https://t.co/RWyl6W04Yd",294,0,0,"en",440,455,"https://t.co/kkmMprtgr9","Living rent free, in your head","Will debate, any human on the planet. I am the ONLY news with ZERO people blocked, because I fear no discussion. Discuss/Debate any critical issue. #Solutions",FALSE,TRUE
"4540","RT @standingrocker: #chevron #scotus #stevendonziger #ecuador #oil #climatechange #fossilfuels #keepitintheground https://t.co/AKHz7Ou02v",137,3,0,"und",243,967,NA,"","I manage a popular bird feeder a wise man once told me #tweetorbetweeted",FALSE,TRUE
"4541","RT @dhawan_niki: Thanks for sharing this interesting post @SophiaKianni  The last two bars are worrying! Why aren't more people talking abo…",140,2,0,"en",2769,4981,"https://t.co/Fp2vwhuebt","New Delhi🇮🇳","against cruelty - for protection ll Founder @dhawan_niki ll #FreeShankarDelhiZoo ✍🏼for 𝕊ℍ𝔸ℕ𝕂𝔸ℝ⛓🐘⛓ https://t.co/7NoDhhRPa8 2️⃣0️⃣0️⃣0️⃣0️⃣0️⃣ ✍🏼",FALSE,TRUE
"4542","RT @PCarterClimate: ACCELERATING CATASTROPHIC OCEAN WARMING
Oceanic warming pervasive, surface to abyssal long-term trend accelerating.Decr…",140,113,0,"en",3347,2478,"https://t.co/3E5RkoJyef","Australia","Active research, collaboration, & innovative projects in communities, business & government institutions. RTs not endorsements",FALSE,FALSE
"4543","Interesting study on #climatechange scepticism by Breanna Fraser, Rachel Sharman and @PatrickNunn3, which found we need to increase public trust in science and the perception that individual action can make a difference. #ClimateAction Read more: https://t.co/JXatltJWvC",270,0,2,"en",6779,1431,"https://t.co/MeqTvfWH3R","Qld","Official Twitter account of the University of the Sunshine Coast.
CRICOS: 01595D",TRUE,FALSE
"4544","RT @D_D_Pace: Policymakers emphasize the role of information about CO2 emissions in combating #ClimateChange.

But by how much does such in…",140,18,0,"en",4079,4728,"https://t.co/oZAujqlvYt","Toulouse","Research fellow at Inrae and at the Toulouse School of Economics.  @SylvainCF@econtwitter.net",FALSE,TRUE
"4545","RT @Greenpeace: ""When we fail to recognise that #ClimateChange is an imminent threat to the welfare of womxn &amp; other vulnerable gender iden…",144,29,0,"en",1049,377,NA,"","writer, conference worker, parent",FALSE,TRUE
